Received Timestamp (ns),Sent Timestamp (ns),Difference (ns)
1730382034045357200,1730382032715949956,1329407244
1730382034055828700,1730382032726062220,1329766480
1730382034065826800,1730382032736174821,1329651979
1730382034075138400,1730382032746286262,1328852138
1730382034085967300,1730382032756397940,1329569360
1730382034096077600,1730382032766509547,1329568053
1730382034105695600,1730382032776619769,1329075831
1730382034116080500,1730382032786730975,1329349525
1730382034126059600,1730382032796842404,1329217196
1730382034136772700,1730382032806953199,1329819501
1730382034145854400,1730382032817063975,1328790425
1730382034156267100,1730382032827175626,1329091474
1730382034166517400,1730382032837293725,1329223675
1730382034177096000,1730382032847418065,1329677935
1730382034186709600,1730382032857529685,1329179915
1730382034196720900,1730382032867641752,1329079148
1730382034206811400,1730382032877753069,1329058331
1730382034217250300,1730382032887863697,1329386603
1730382034227381100,1730382032897973717,1329407383
1730382034237443400,1730382032908084653,1329358747
1730382034247583800,1730382032918194210,1329389590
1730382034257576000,1730382032928288091,1329287909
1730382034267583200,1730382032938399968,1329183232
1730382034277571200,1730382032948510952,1329060248
1730382034287567500,1730382032958622200,1328945300
1730382034298129700,1730382032968733121,1329396579
1730382034308034300,1730382032978843177,1329191123
1730382034318471100,1730382032988953147,1329517953
1730382034328464300,1730382032999063073,1329401227
1730382034338826300,1730382033009174063,1329652237
1730382034348332800,1730382033019284938,1329047862
1730382034358651200,1730382033029395045,1329256155
1730382034368671100,1730382033039518650,1329152450
1730382034378662500,1730382033049638554,1329023946
1730382034388661800,1730382033059749189,1328912611
1730382034398658400,1730382033069858954,1328799446
1730382034409655400,1730382033079968995,1329686405
1730382034419611300,1730382033090078415,1329532885
1730382034429970400,1730382033100191928,1329778472
1730382034439101600,1730382033110308828,1328792772
1730382034450093400,1730382033120420028,1329673372
1730382034460090400,1730382033130540035,1329550365
1730382034470093700,1730382033140652192,1329441508
1730382034480089800,1730382033150770985,1329318815
1730382034490088100,1730382033160883051,1329205049
1730382034500721100,1730382033170993790,1329727310
1730382034510549400,1730382033181103904,1329445496
1730382034519966800,1730382033191216653,1328750147
1730382034530719800,1730382033201327588,1329392212
1730382034540768700,1730382033211438030,1329330670
1730382034550766300,1730382033221548733,1329217567
1730382034561133900,1730382033231658754,1329475146
1730382034570845800,1730382033241771587,1329074213
1730382034581314600,1730382033251895134,1329419466
1730382034591337900,1730382033262006083,1329331817
1730382034600708300,1730382033272115821,1328592479
1730382034611781700,1730382033282228365,1329553335
1730382034621715900,1730382033292341854,1329374046
1730382034631345200,1730382033302453036,1328892164
1730382034641947500,1730382033312563987,1329383513
1730382034651944800,1730382033322674160,1329270640
1730382034662113000,1730382033332785820,1329327180
1730382034671712400,1730382033342900819,1328811581
1730382034681945900,1730382033353011764,1328934136
1730382034693117000,1730382033363134954,1329982046
1730382034702648300,1730382033373319168,1329329132
1730382034712511800,1730382033383433848,1329077952
1730382034722515400,1730382033393545196,1328970204
1730382034733038300,1730382033403656875,1329381425
1730382034743318900,1730382033413767077,1329551823
1730382034753027400,1730382033423879262,1329148138
1730382034763528000,1730382033434002355,1329525645
1730382034773015300,1730382033444154522,1328860778
1730382034783056800,1730382033454295947,1328760853
1730382034794052300,1730382033464409188,1329643112
1730382034803542000,1730382033474524722,1329017278
1730382034813451000,1730382033484640430,1328810570
1730382034824094200,1730382033494759228,1329334972
1730382034833626800,1730382033504871636,1328755164
1730382034844311100,1730382033514983209,1329327891
1730382034854318600,1730382033525093878,1329224722
1730382034864352700,1730382033535207581,1329145119
1730382034874086600,1730382033545318457,1328768143
1730382034884089200,1730382033555429772,1328659428
1730382034894081600,1730382033565540676,1328540924
1730382034904660200,1730382033575653933,1329006267
1730382034915025300,1730382033585764776,1329260524
1730382034925398400,1730382033595875302,1329523098
1730382034935345800,1730382033605985431,1329360369
1730382034944688300,1730382033616099858,1328588442
1730382034955763400,1730382033626218851,1329544549
1730382034965223800,1730382033636289098,1328934702
1730382034975317000,1730382033646415878,1328901122
1730382034985312600,1730382033656526403,1328786197
1730382034995938400,1730382033666638282,1329300118
1730382035005998500,1730382033676748729,1329249771
1730382035016169300,1730382033686860126,1329309174
1730382035025716600,1730382033696971572,1328745028
1730382035035569000,1730382033707082911,1328486089
1730382035046492000,1730382033717195212,1329296788
1730382035056750000,1730382033727314755,1329435245
1730382035067033600,1730382033737425246,1329608354
1730382035076932600,1730382033747545146,1329387454
1730382035086853300,1730382033757691822,1329161478
1730382035097356000,1730382033767803156,1329552844
1730382035106894700,1730382033777914095,1328980605
1730382035117394900,1730382033788026131,1329368769
1730382035127478100,1730382033798137266,1329340834
1730382035137525200,1730382033808247080,1329278120
1730382035147405600,1730382033818368510,1329037090
1730382035157523700,1730382033828479939,1329043761
1730382035167777500,1730382033838596916,1329180584
1730382035177809500,1730382033848720528,1329088972
1730382035187771600,1730382033858831943,1328939657
1730382035198053200,1730382033868943145,1329110055
1730382035208070400,1730382033879054015,1329016385
1730382035218585600,1730382033889165430,1329420170
1730382035228537300,1730382033899275948,1329261352
1730382035238705000,1730382033909386616,1329318384
1730382035248634900,1730382033919497182,1329137718
1730382035259032000,1730382033929607129,1329424871
1730382035268869500,1730382033939717621,1329151879
1730382035278977300,1730382033949827944,1329149356
1730382035288993000,1730382033959938445,1329054555
1730382035299005400,1730382033970048677,1328956723
1730382035309511800,1730382033980159473,1329352327
1730382035319476500,1730382033990270408,1329206092
1730382035329478500,1730382034000381340,1329097160
1730382035339585600,1730382034010501501,1329084099
1730382035349975100,1730382034020612898,1329362202
1730382035359576800,1730382034030723714,1328853086
1730382035369952300,1730382034040838377,1329113923
1730382035379406700,1730382034050958850,1328447850
1730382035390484300,1730382034061069402,1329414898
1730382035400459900,1730382034071180767,1329279133
1730382035410479000,1730382034081291460,1329187540
1730382035420514100,1730382034091402294,1329111806
1730382035430882800,1730382034101516420,1329366380
1730382035440715400,1730382034111633504,1329081896
1730382035450521600,1730382034121743884,1328777716
1730382035460988500,1730382034131854404,1329134096
1730382035471045900,1730382034141964394,1329081506
1730382035481251000,1730382034152075019,1329175981
1730382035491226500,1730382034162185067,1329041433
1730382035500700000,1730382034172285146,1328414854
1730382035510957400,1730382034182395748,1328561652
1730382035521592100,1730382034192506616,1329085484
1730382035532111300,1730382034202616549,1329494751
1730382035542077200,1730382034212728015,1329349185
1730382035551561100,1730382034222839261,1328721839
1730382035562158400,1730382034232949712,1329208688
1730382035572333400,1730382034243063815,1329269585
1730382035582333200,1730382034253184747,1329148453
1730382035592370100,1730382034263294908,1329075192
1730382035602373400,1730382034273407379,1328966021
1730382035612643400,1730382034283519230,1329124170
1730382035622676900,1730382034293632234,1329044666
1730382035633069000,1730382034303744243,1329324757
1730382035643097300,1730382034313854486,1329242814
1730382035652901300,1730382034323964795,1328936505
1730382035662856700,1730382034334074360,1328782340
1730382035673504800,1730382034344186115,1329318685
1730382035682819400,1730382034354296072,1328523328
1730382035692937000,1730382034364416853,1328520147
1730382035702933100,1730382034374568559,1328364541
1730382035713693000,1730382034384680632,1329012368
1730382035722912900,1730382034394792380,1328120520
1730382035734370900,1730382034404903400,1329467500
1730382035743992100,1730382034415014305,1328977795
1730382035753995300,1730382034425125922,1328869378
1730382035763997200,1730382034435246574,1328750626
1730382035774324200,1730382034445391796,1328932404
1730382035784326200,1730382034455521358,1328804842
1730382035794369300,1730382034465632848,1328736452
1730382035804828600,1730382034475744138,1329084462
1730382035814922900,1730382034485859331,1329063569
1730382035824903800,1730382034495981740,1328922060
1730382035834925600,1730382034506092939,1328832661
1730382035845101700,1730382034516204179,1328897521
1730382035855341000,1730382034526316087,1329024913
1730382035864963300,1730382034536426497,1328536803
1730382035874751200,1730382034546537767,1328213433
1730382035885178200,1730382034556648576,1328529624
1730382035895692300,1730382034566758925,1328933375
1730382035905128300,1730382034576872200,1328256100
1730382035916146800,1730382034586983434,1329163366
1730382035926032500,1730382034597094283,1328938217
1730382035935647400,1730382034607204891,1328442509
1730382035945857900,1730382034617315700,1328542200
1730382035956366500,1730382034627427456,1328939044
1730382035965868400,1730382034637541999,1328326401
1730382035975862900,1730382034647663715,1328199185
1730382035986690600,1730382034657774555,1328916045
1730382035996461800,1730382034667885374,1328576426
1730382036006849800,1730382034677995948,1328853852
1730382036016629800,1730382034688106738,1328523062
1730382036027414600,1730382034698217317,1329197283
1730382036036707600,1730382034708289679,1328417921
1730382036047285800,1730382034718406232,1328879568
1730382036057387200,1730382034728520842,1328866358
1730382036067384300,1730382034738635119,1328749181
1730382036077659300,1730382034748750086,1328909214
1730382036087783400,1730382034758864959,1328918441
1730382036097922300,1730382034768979392,1328942908
1730382036108157400,1730382034779093289,1329064111
1730382036118162400,1730382034789207890,1328954510
1730382036128179300,1730382034799332360,1328846940
1730382036138226000,1730382034809447055,1328778945
1730382036148211900,1730382034819561613,1328650287
1730382036158537100,1730382034829675408,1328861692
1730382036168924000,1730382034839792378,1329131622
1730382036178710700,1730382034849914843,1328795857
1730382036188937900,1730382034860025946,1328911954
1730382036198941300,1730382034870146602,1328794698
1730382036209094400,1730382034880256659,1328837741
1730382036219201300,1730382034890376987,1328824313
1730382036229086400,1730382034900497131,1328589269
1730382036239378500,1730382034910608164,1328770336
1730382036248806200,1730382034920718657,1328087543
1730382036259279000,1730382034930828655,1328450345
1730382036269273700,1730382034940939854,1328333846
1730382036279272900,1730382034951050642,1328222258
1730382036290267800,1730382034961161049,1329106751
1730382036300265600,1730382034971270219,1328995381
1730382036310128900,1730382034981382005,1328746895
1730382036320303900,1730382034991492148,1328811752
1730382036329994100,1730382035001602368,1328391732
1730382036340512200,1730382035011713142,1328799058
1730382036350445900,1730382035021823180,1328622720
1730382036360748200,1730382035031933236,1328814964
1730382036371041300,1730382035042047435,1328993865
1730382036380975000,1730382035052168123,1328806877
1730382036391076100,1730382035062278508,1328797592
1730382036401073200,1730382035072388695,1328684505
1730382036411350300,1730382035082498502,1328851798
1730382036421695100,1730382035092608691,1329086409
1730382036431447500,1730382035102722343,1328725157
1730382036441743600,1730382035112839073,1328904527
1730382036451526900,1730382035122949738,1328577162
1730382036461797000,1730382035133060464,1328736536
1730382036471817000,1730382035143180240,1328636760
1730382036481464900,1730382035153290535,1328174365
1730382036492111400,1730382035163402274,1328709126
1730382036502044000,1730382035173519111,1328524889
1730382036512087300,1730382035183630925,1328456375
1730382036522713300,1730382035193741081,1328972219
1730382036531997400,1730382035203850730,1328146670
1730382036542596900,1730382035213960742,1328636158
1730382036552832800,1730382035224071887,1328760913
1730382036562868000,1730382035234184286,1328683714
1730382036573301200,1730382035244286569,1329014631
1730382036582817100,1730382035254408731,1328408369
1730382036593317400,1730382035264519210,1328798190
1730382036602917200,1730382035274630253,1328286947
1730382036613363200,1730382035284740884,1328622316
1730382036623378500,1730382035294853454,1328525046
1730382036633915100,1730382035304965048,1328950052
1730382036643890400,1730382035315076684,1328813716
1730382036653711600,1730382035325187601,1328523999
1730382036664153500,1730382035335300715,1328852785
1730382036674040100,1730382035345412099,1328628001
1730382036683522700,1730382035355524000,1327998700
1730382036694362500,1730382035365644637,1328717863
1730382036704723800,1730382035375794172,1328929628
1730382036714631400,1730382035385908873,1328722527
1730382036724752700,1730382035396030221,1328722479
1730382036734879800,1730382035406141642,1328738158
1730382036744120500,1730382035416252977,1327867523
1730382036754584900,1730382035426376457,1328208443
1730382036765113200,1730382035436498250,1328614950
1730382036775359300,1730382035446650904,1328708396
1730382036785409800,1730382035456780811,1328628989
1730382036795276000,1730382035466891252,1328384748
1730382036805617200,1730382035477002944,1328614256
1730382036815167900,1730382035487118686,1328049214
1730382036825853800,1730382035497239201,1328614599
1730382036836016900,1730382035507351589,1328665311
1730382036846086300,1730382035517462790,1328623510
1730382036856194400,1730382035527574785,1328619615
1730382036866300200,1730382035537685871,1328614329
1730382036876380900,1730382035547797534,1328583366
1730382036886799700,1730382035557908163,1328891537
1730382036896034900,1730382035568018082,1328016818
1730382036906711300,1730382035578128152,1328583148
1730382036916434700,1730382035588240972,1328193728
1730382036926900500,1730382035598359877,1328540623
1730382036936671300,1730382035608471076,1328200224
1730382036947253000,1730382035618582317,1328670683
1730382036957168200,1730382035628701832,1328466368
1730382036967082600,1730382035638816627,1328265973
1730382036977523800,1730382035648940330,1328583470
1730382036987853800,1730382035659051765,1328802035
1730382036997850700,1730382035669163115,1328687585
1730382037007637300,1730382035679273253,1328364047
1730382037018388300,1730382035689383814,1329004486
1730382037028127300,1730382035699494712,1328632588
1730382037037439500,1730382035709605128,1327834372
1730382037048526000,1730382035719715634,1328810366
1730382037058521100,1730382035729826147,1328694953
1730382037068417500,1730382035739937771,1328479729
1730382037077877700,1730382035750048339,1327829361
1730382037088631100,1730382035760159173,1328471927
1730382037098908200,1730382035770269654,1328638546
1730382037108964500,1730382035780380924,1328583576
1730382037118738100,1730382035790492085,1328246015
1730382037129353200,1730382035800602967,1328750233
1730382037139277800,1730382035810714477,1328563323
1730382037148708000,1730382035820825280,1327882720
1730382037159448500,1730382035830935813,1328512687
1730382037169106800,1730382035841050019,1328056781
1730382037179616700,1730382035851170008,1328446692
1730382037190055200,1730382035861280350,1328774850
1730382037200058500,1730382035871391131,1328667369
1730382037209972900,1730382035881501658,1328471242
1730382037220201700,1730382035891611640,1328590060
1730382037230206000,1730382035901721523,1328484477
1730382037240538700,1730382035911832970,1328705730
1730382037250571300,1730382035921944085,1328627215
1730382037260563500,1730382035932053977,1328509523
1730382037270546100,1730382035942163672,1328382428
1730382037280536900,1730382035952280619,1328256281
1730382037291048300,1730382035962391347,1328656953
1730382037300819200,1730382035972503164,1328316036
1730382037311306100,1730382035982614334,1328691766
1730382037320507500,1730382035992724661,1327782839
1730382037331619400,1730382036002835334,1328784066
1730382037340793000,1730382036012946395,1327846605
1730382037351408200,1730382036023056924,1328351276
1730382037360924300,1730382036033167500,1327756800
1730382037371758300,1730382036043281083,1328477217
1730382037381861100,1730382036053401062,1328460038
1730382037391901100,1730382036063513271,1328387829
1730382037401951600,1730382036073634096,1328317504
1730382037411997200,1730382036083744188,1328253012
1730382037422371400,1730382036093854308,1328517092
1730382037432352700,1730382036103967907,1328384793
1730382037442360800,1730382036114084817,1328275983
1730382037452400500,1730382036124195658,1328204842
1730382037462626500,1730382036134306748,1328319752
1730382037472804800,1730382036144417371,1328387429
1730382037482300200,1730382036154528537,1327771663
1730382037492737500,1730382036164638964,1328098536
1730382037503145600,1730382036174748823,1328396777
1730382037512705300,1730382036184859329,1327845971
